,mfcc,mfcc.1,mfcc.2,mfcc.3,mfcc.4,mfcc.5,mfcc.6,mfcc.7,mfcc.8,mfcc.9,mfcc.10,mfcc.11,mfcc.12,mfcc.13,mfcc.14,mfcc.15,mfcc.16,mfcc.17,mfcc.18,mfcc.19,mfcc.20,mfcc.21,mfcc.22,mfcc.23,mfcc.24,mfcc.25,mfcc.26,mfcc.27,mfcc.28,mfcc.29,mfcc.30,mfcc.31,mfcc.32,mfcc.33,mfcc.34,mfcc.35,mfcc.36,mfcc.37,mfcc.38,mfcc.39,mfcc.40,mfcc.41,mfcc.42,mfcc.43,mfcc.44,mfcc.45,mfcc.46,mfcc.47,mfcc.48,mfcc.49,mfcc.50,mfcc.51,mfcc.52,mfcc.53,mfcc.54,mfcc.55,mfcc.56,mfcc.57,mfcc.58,mfcc.59,mfcc.60,mfcc.61,mfcc.62,mfcc.63,mfcc.64,mfcc.65,mfcc.66,mfcc.67,mfcc.68,mfcc.69,mfcc.70,mfcc.71,mfcc.72,mfcc.73,mfcc.74,mfcc.75,mfcc.76,mfcc.77,mfcc.78,mfcc.79,mfcc.80,mfcc.81,mfcc.82,mfcc.83,mfcc.84,mfcc.85,mfcc.86,mfcc.87,mfcc.88,mfcc.89,mfcc.90,mfcc.91,mfcc.92,mfcc.93,mfcc.94,mfcc.95,mfcc.96,mfcc.97,mfcc.98,mfcc.99,mfcc.100,mfcc.101,mfcc.102,mfcc.103,mfcc.104,mfcc.105,mfcc.106,mfcc.107,mfcc.108,mfcc.109,mfcc.110,mfcc.111,mfcc.112,mfcc.113,mfcc.114,mfcc.115,mfcc.116,mfcc.117,mfcc.118,mfcc.119,mfcc.120,mfcc.121,mfcc.122,mfcc.123,mfcc.124,mfcc.125,mfcc.126,mfcc.127,mfcc.128,mfcc.129,mfcc.130,mfcc.131,mfcc.132,mfcc.133,mfcc.134,mfcc.135,mfcc.136,mfcc.137,mfcc.138,mfcc.139,track_genre_top
121415,9.6866588593,4.5375537872,6.4862689972,0.24639602005,0.29548671842,2.7680983543,0.11547707766,0.62706172466,0.13409107924,-0.28140646219,0.054249022156,-0.039370466024,0.12461778522,-0.12869185209,0.35931038857,-0.098096244037,0.32582840323,0.36075827479,-0.055414129049,-0.072892308235,9.6038780212,262.41088867,117.38680267,105.62563324,49.540935516,71.500137329,33.331607819,31.170854568,31.844959259,29.338457108,25.819400787,16.129276276,31.318002701,27.40268898,21.639434814,28.977897644,21.687274933,28.031820297,11.777186394,18.967857361,-110.3451004,180.38848877,-19.603115082,46.766357422,-3.0407748222,32.041488647,-5.3442473412,3.7397112846,1.0100358725,-2.3575658798,-1.5601731539,-7.5432829857,6.3885688782,-0.1349209249,-0.25040259957,3.2749376297,-6.4502592087,1.5778086185,-8.6850271225,-2.10034585,-95.425086975,183.60554504,-24.377946854,46.821079254,-5.4405264854,32.475494385,-5.7090888023,4.1379747391,1.4437491894,-2.2629134655,-1.5816216469,-7.7423620224,6.7073030472,-0.01284446381,-0.31978029013,3.0297586918,-5.9589486122,0.93468403816,-8.3133983612,-2.1779568195,-516.35168457,-1.9539925233e-14,-101.04135895,-18.514320374,-59.962593079,-37.861854553,-41.62461853,-27.869541168,-37.327484131,-27.96579361,-26.917964935,-30.78380394,-21.631902695,-27.151016235,-26.602401733,-17.126993179,-34.371414185,-22.919248581,-32.645141602,-22.828516006,-2.8678917885,-1.1067655087,2.1120405197,0.11505813897,0.55214571953,-0.74095463753,0.30921128392,-0.36116570234,-0.27029824257,-0.0069072707556,-0.026995375752,0.11697282642,-0.26626217365,-0.069830112159,-0.0082058729604,0.2124658972,-0.27378952503,0.41090893745,-0.23390433192,-0.027891565114,72.975601196,27.958566666,31.401229858,18.607030869,17.542016983,10.639985085,9.4310235977,7.4325046539,9.2060651779,8.027048111,6.879181385,6.187019825,7.1753745079,7.7394504547,5.8201198578,6.0669279099,7.0909833908,7.3314299583,6.1959109306,5.459485054,Rock
121449,1.8710898161,0.337526232,1.0389411449,0.56445729733,0.12650929391,0.81407159567,-0.35817402601,0.027511855587,0.21923728287,1.2626570463,1.3966505527,0.30579075217,0.23783457279,0.99364387989,2.2932105064,2.4686098099,0.39345163107,0.5797727704,0.39159721136,0.11937630177,31.47121048,230.35714722,109.30776215,113.65039825,93.356040955,89.317573547,63.794811249,53.928977966,38.249980927,33.631462097,38.110637665,33.670089722,38.359462738,51.037361145,58.15265274,60.797203064,30.504119873,33.444671631,31.38079071,26.103404999,-152.94740295,131.70874023,-9.8275470734,58.66437149,-6.5660262108,15.499647141,2.3798224926,9.0281991959,-1.6351546049,0.34966170788,1.0099518299,-0.43432030082,4.3484425545,2.0681538582,5.5756225586,-1.5417505503,0.42780661583,-0.57606053352,2.1110875607,0.095268398523,-140.16850281,137.85292053,-8.882349968,61.682239532,-6.2911214828,17.295106888,3.455779314,9.6726999283,-0.60692548752,0.85443848372,2.2430052757,0.37568709254,4.603348732,1.7330954075,5.7272372246,-1.3589171171,0.89663112164,-0.25542253256,2.259455204,0.23249526322,-463.58154297,-3.2862601529e-14,-117.28089142,-29.185005188,-78.692855835,-68.298744202,-47.77878952,-47.524978638,-49.243099213,-56.37720108,-57.135795593,-41.547058105,-27.194286346,-32.966457367,-35.318164825,-39.814704895,-38.309356689,-34.745559692,-36.556797028,-30.666675568,-1.1511236429,-0.72725260258,0.32242652774,-0.78793042898,0.123772569,-0.61254805326,-0.19312606752,-0.2152825743,-0.41196745634,-0.54219460487,-0.70018136501,-0.39909318089,-0.0091808401048,0.35221689939,0.3810724318,0.35193967819,-0.23919568956,-0.17299760878,-0.11635504663,-0.18936531246,88.553543091,40.853866577,30.103013992,20.55022049,22.765060425,19.769416809,16.082447052,11.912528038,12.126858711,10.610346794,10.845823288,9.6927242279,8.6610994339,9.2858352661,9.3679389954,8.9935646057,7.9216737747,8.2281847,7.4233856201,7.0287480354,Electronic
121450,1.8024240732,0.26288801432,-0.024654900655,-0.39236029983,0.44994744658,1.408780694,0.13659010828,2.7516441345,-0.081388421357,-0.057862840593,0.51321047544,1.3462197781,1.4974954128,1.9818361998,0.78036749363,1.4220654964,0.64513790607,0.56874155998,0.66737532616,0.26814833283,32.372371674,251.40655518,101.42591095,110.15211487,60.130653381,54.744297028,43.351257324,40.056297302,35.341552734,33.135055542,27.084972382,24.531284332,22.995765686,21.757469177,22.604362488,19.634426117,16.065433502,20.049518585,14.172337532,15.57363987,-162.50665283,132.1519928,0.39533615112,51.072769165,3.1350669861,19.951301575,5.2028236389,12.524092674,0.52308154106,5.3484191895,0.067975066602,2.7797720432,-2.5164487362,-2.5219442844,-5.1295089722,-2.9398202896,-5.3883171082,-2.8530602455,-3.3401603699,-4.0176687241,-142.42430115,132.56195068,-2.0107750893,49.462013245,2.7928195,20.581605911,4.4341988564,12.475124359,0.2553679347,5.5631766319,1.3322676296e-14,3.2838459015,-2.0924458504,-1.9910027981,-4.7585787773,-2.3205053806,-5.0949654579,-2.4205181599,-3.1455078125,-3.7146577835,-513.9418335,-5.9823861122,-70.734039307,-14.899597168,-53.268074036,-40.226657867,-31.508678436,-50.209720612,-32.573287964,-33.088741302,-30.79126358,-32.80903244,-34.977451324,-34.619808197,-36.178859711,-38.040786743,-33.005916595,-31.530147552,-30.660266876,-32.213802338,-1.2782553434,-0.20318871737,0.4263561666,0.078177779913,-0.020633017644,-0.56136757135,0.26599249244,-0.52043068409,0.10770246387,-0.12510792911,0.009418216534,-0.71596759558,-0.66763585806,-0.86042463779,-0.4764329493,-0.75776535273,-0.43501982093,-0.42797535658,-0.32493916154,-0.31155025959,103.48815918,42.800556183,28.2684021,20.498710632,13.62336731,9.5432891846,10.356567383,8.900220871,9.6912956238,8.1605491638,7.1179661751,7.063536644,6.7742776871,7.0187087059,7.4366798401,7.1850085258,6.7499346733,6.3259348869,5.5404882431,5.9764976501,Electronic
121451,-0.17855095863,0.23609799147,0.54239922762,-0.38224354386,-0.37657868862,0.12506558001,-0.21959546208,0.046472940594,0.078114978969,-0.016204312444,-0.12014912814,0.026419827715,0.19256469607,-0.012227714062,0.015100410208,-0.16306738555,0.16610024869,0.024634964764,0.0011378448689,-0.060201019049,51.325126648,252.03105164,105.77887726,117.30760193,68.092887878,71.500289917,53.985595703,46.074172974,39.117771149,38.702827454,40.099544525,36.376472473,39.513801575,25.984096527,21.883209229,23.706552505,23.785167694,19.028327942,21.069999695,20.039094925,-119.8288269,166.35058594,-13.123408318,45.272541046,4.578754425,19.629201889,5.7321267128,3.9756593704,-0.070846244693,3.8481032848,3.3367395401,0.74030017853,1.5508643389,-0.097076579928,-2.4404304028,-1.957164526,-4.6866645813,-2.7516145706,-5.0920791626,-1.2935703993,-113.95754242,170.15270996,-16.511003494,45.682453156,2.7605216503,20.506875992,4.9962921143,3.7619285583,-0.66032922268,3.8087537289,3.2101304531,0.71783393621,1.2945722342,-0.26258906722,-2.3501060009,-2.0433418751,-4.9301290512,-2.8901963234,-4.985145092,-1.3221534491,-460.66485596,6.708275795,-106.65901184,-48.328075409,-56.030990601,-31.393783569,-35.841430664,-33.438533783,-34.241847992,-23.8524189,-22.609918594,-29.936027527,-24.027225494,-24.84636116,-31.575670242,-26.40417099,-25.093418121,-30.444900513,-31.582258224,-22.574249268,-0.34258213639,-0.61762332916,0.54233407974,-0.167360425,0.25995787978,-0.25651374459,0.26807010174,0.16170597076,0.3078006804,0.0887176916,0.12030341476,0.042060825974,0.19096326828,0.072376400232,-0.084142446518,0.059990361333,0.26338076591,0.079825811088,-0.055254481733,-0.0039914012887,65.317779541,41.052959442,30.132221222,27.965429306,18.523284912,13.526293755,13.828165054,9.9739294052,9.5607309341,8.1410598755,8.5747089386,7.797809124,7.4653072357,6.7159695625,7.3168358803,7.1912941933,6.4633803368,6.258699894,6.2492370605,5.7088947296,Electronic
121452,9.0102996826,3.8079240322,0.36483892798,1.2928158045,-0.60676747561,0.76583725214,-0.068427495658,1.2652021646,-0.21107311547,1.1823410988,0.90271854401,0.99923849106,0.54912108183,0.69945561886,1.2535305023,0.32247680426,0.94055747986,2.0572135448,0.45480132103,0.53060758114,12.501854897,254.75811768,101.13044739,125.21982574,60.413288116,72.95866394,45.336086273,66.806716919,27.179439545,49.371044159,27.980918884,37.87588501,25.750841141,26.56246376,23.171791077,24.748973846,19.94880867,25.71138382,21.656763077,25.140781403,-118.56072235,162.35368347,-2.3140990734,55.515453339,-11.946180344,23.103563309,3.133177042,3.922693491,-1.4157105684,2.3504126072,-1.0967627764,-0.76411229372,0.55942219496,-3.9425332546,-0.89623981714,-2.9422330856,-2.3760411739,0.58281695843,-1.0270397663,-1.3384691477,-107.20150757,164.45973206,-7.7015070915,60.407035828,-14.577872276,23.733945847,3.7941524982,2.9364373684,-0.44005388021,1.8166891336,-0.99720299244,-1.4602680206,0.42573216558,-4.0334916115,-0.69979012012,-3.1955564022,-2.3036601543,0.66529905796,-0.9337118268,-1.5464413166,-478.36199951,-36.491191864,-108.16689301,-47.303009033,-79.352096558,-48.864219666,-53.313014984,-34.045227051,-45.095432281,-38.28250885,-34.641441345,-33.809886932,-29.851835251,-35.530807495,-35.774059296,-25.757699966,-31.341386795,-27.986991882,-28.30962944,-28.788791656,-2.2993979454,-1.0226719379,0.41616138816,-1.0813862085,0.30491164327,-0.42310777307,-0.20916821063,0.62073421478,-0.4029199779,0.30868640542,-0.1906427145,0.41159424186,-0.18702171743,0.19432298839,-0.46413654089,0.20961143076,-0.24503736198,-0.43892735243,-0.14620453119,0.16170868278,67.050880432,35.444770813,27.666910172,24.421300888,20.617074966,13.569625854,11.411325455,11.332071304,9.858877182,9.1072645187,6.8616256714,7.0617756844,6.4301166534,6.5939135551,5.9552230835,6.1626234055,5.6589975357,5.1990408897,5.3174815178,5.5956716537,Electronic
121453,0.77983605862,0.80997049809,0.13491989672,-0.86168527603,-0.72992372513,0.13993644714,0.21667903662,0.28781792521,0.70058238506,0.54734420776,0.29771539569,0.38963651657,0.31877580285,0.45563444495,1.0212395191,0.71414518356,0.50745511055,1.2397999763,1.5588550568,0.95804178715,36.059856415,248.46626282,119.20769501,89.297729492,63.827835083,60.495342255,44.503475189,38.193611145,34.087341309,31.304832458,29.994003296,27.308282852,28.404193878,30.020519257,39.8971138,37.335105896,23.263319016,29.74290657,30.690589905,35.79183197,-193.64472961,173.47401428,13.061953545,28.126396179,11.418535233,15.154950142,6.7026014328,2.5650446415,1.3088327646,2.0674834251,2.655162096,1.8856546879,1.1547967196,1.2646195889,1.4192492962,1.4203468561,-0.47358748317,-2.101729393,-1.086894989,2.259241581,-204.6048584,180.19343567,10.010065079,27.952384949,11.465842247,15.662096024,6.8996572495,3.8200004101,2.3467311859,3.3806939125,3.1296565533,2.4675648212,1.5061507225,1.5565463305,1.3901871443,1.0461288691,-0.30524992943,-1.4560823441,-0.78938931227,2.2324767113,-472.00320435,-3.7303493627e-14,-82.223068237,-40.523578644,-36.131034851,-33.337978363,-35.360347748,-38.709327698,-41.741847992,-38.223815918,-31.325786591,-29.370223999,-30.021795273,-30.036815643,-26.927001953,-27.614276886,-29.665428162,-38.591876984,-37.844974518,-30.124248505,0.11499170214,-0.90229821205,0.27322334051,0.0026521689724,0.14912375808,-0.0017294437857,-0.13791075349,-0.44145262241,-0.56955766678,-0.6729760766,-0.39747580886,-0.39978328347,-0.30164703727,-0.28216275573,0.14374530315,0.21176421642,-0.21523948014,-0.54992634058,-0.30874988437,-0.089478217065,83.396278381,39.528404236,36.001842499,23.127628326,18.388885498,12.796031952,12.05810833,11.408669472,10.165030479,9.2042655945,8.0263614655,7.4816327095,7.1093358994,6.8479523659,7.2346658707,7.3453145027,6.4276027679,7.630671978,7.429131031,6.5623197556,Electronic
121454,1.8862894773,0.38742122054,0.2642018497,-0.043067470193,-0.20083159208,1.2624210119,-0.075191445649,0.29256612062,0.58946621418,-0.0082537000999,0.91038995981,0.33315530419,-0.05497354269,-0.099104255438,0.65123331547,0.42853790522,-0.11183407158,0.82083928585,-0.032696194947,0.2414355129,60.962146759,218.08450317,91.272209167,106.06761169,61.938606262,58.881034851,37.158283234,43.535919189,42.595432281,42.61397934,40.067550659,29.871435165,27.991651535,36.140167236,37.034549713,36.085449219,31.76473999,32.356243134,26.603904724,21.766613007,-115.06003571,132.95645142,-12.042608261,47.719917297,-3.5458176136,18.177850723,0.15313085914,5.6386065483,-0.10488999635,0.71031248569,1.1096837521,3.5015151501,3.0885629654,7.2105240822,2.0037066936,1.8654509783,-0.81349426508,-2.2159919739,0.073045931756,-1.023594141,-105.64098358,137.11677551,-11.738448143,50.830871582,-4.6661095619,20.421255112,0.16912733018,6.3242211342,-0.076463282108,1.9592946768,1.3805967569,3.713269949,3.2695236206,6.6991591454,2.2533817291,1.6079559326,-0.72829139233,-1.9041452408,0.0040002577007,-0.45020902157,-465.24023438,-11.269086838,-89.375991821,-36.182094574,-55.309848785,-53.464771271,-44.325935364,-37.770515442,-43.550655365,-36.440948486,-42.756370544,-34.421592712,-23.344234467,-24.288801193,-31.747039795,-31.631118774,-34.294704437,-38.615913391,-27.282707214,-32.806243896,-0.9495587945,-0.58979034424,0.025981161743,-0.62482720613,0.33047673106,-0.96162259579,-0.040570963174,-0.37382313609,0.032970819622,-0.33952534199,-0.012391599827,-0.13686007261,-0.15984135866,-0.0059369727969,-0.27349856496,0.14566010237,-0.037927743047,-0.22252839804,0.072404466569,-0.42379027605,81.647018433,37.641147614,23.750144958,22.718032837,18.162126541,14.308711052,10.996429443,10.169769287,11.845618248,11.151413918,9.8768663406,7.9667582512,7.1765317917,8.7676696777,8.1836338043,8.6692113876,9.5523424149,7.6615715027,6.8507118225,7.0425901413,Electronic
121472,0.26839080453,0.36147344112,0.33485370874,0.49192649126,-0.30685669184,0.050530724227,0.022507071495,0.61914730072,0.7646111846,0.1122200489,-0.19471693039,0.095171950758,-0.0076660718769,0.1271673888,0.12897589803,0.45922958851,0.26314431429,0.091373391449,0.35949194431,0.20494814217,-13.341675758,242.41848755,69.694755554,100.06649017,53.912635803,47.737174988,46.459403992,51.679649353,42.42855072,38.48015976,36.292488098,31.52016449,32.396167755,30.865325928,33.687286377,37.665332794,35.076473236,36.065513611,39.203205109,32.043498993,-245.04891968,159.02200317,-27.773826599,19.551990509,7.9788327217,6.3158836365,-0.63245868683,2.0180699825,-1.7716351748,1.2409282923,0.24387536943,-1.8686503172,-3.1693885326,-5.9584856033,-1.7920680046,0.58930647373,3.0594213009,-0.87291449308,-0.55704915524,-0.15228830278,-234.7212677,166.93969727,-28.289966583,19.141456604,9.7806711197,6.4295601845,-0.63759177923,1.6938825846,-2.3079776764,0.87367069721,-0.23684571683,-2.0342872143,-3.171485424,-6.2019147873,-1.5521014929,0.4606539309,3.0820431709,-0.79333233833,-0.52334421873,-0.33530154824,-537.62689209,-8.4796972275,-138.88397217,-36.309303284,-59.91217041,-35.675216675,-47.076953888,-28.008350372,-41.580657959,-34.737644196,-32.570392609,-32.584518433,-39.1665802,-39.609367371,-33.600189209,-32.010253906,-27.385349274,-28.149944305,-31.32585907,-31.190065384,-0.57708865404,-0.77409470081,0.027102213353,0.35424724221,-0.32774960995,-0.0023954112548,0.036115132272,0.30534696579,0.38137969375,0.20798669755,0.14236713946,0.071992650628,-0.00030326016713,0.12785241008,-0.087103523314,0.10864261538,-0.031068129465,0.043135475367,0.021797256544,0.13791942596,77.72983551,36.509979248,31.485786438,19.657310486,16.430458069,9.7668809891,10.612250328,8.9080076218,9.3753318787,9.1391706467,8.8592567444,8.7266864777,8.7604312897,9.1223087311,8.3326482773,8.3837003708,7.6681118011,7.9403128624,7.2703008652,7.764980793,Instrumental
121473,1.5291301012,0.27821794152,0.039744030684,-0.17317000031,0.13998176157,-0.36690321565,0.034802444279,0.19082030654,-0.65423244238,-0.017176318914,0.047299772501,0.13042780757,0.047510307282,0.30284941196,-0.3294301033,-0.001070725848,-0.049902454019,0.24032500386,0.1575293988,0.24025659263,-29.577476501,239.30714417,33.394245148,70.654678345,54.366714478,48.678813934,39.840332031,35.34500885,37.461402893,34.945552826,39.30688858,33.160942078,33.32056427,32.379058838,32.244235992,44.514099121,40.88041687,28.951692581,30.853988647,30.556770325,-166.60469055,172.81529236,-48.664413452,27.638734818,8.2679395676,7.8362784386,1.4932357073,5.0628371239,-2.1942129135,0.98134481907,5.1186819077,-0.92612862587,-0.53530186415,0.80535304546,1.6880031824,3.6707577705,4.0827698708,-0.48818892241,2.5862410069,2.0442755222,-164.29748535,172.29153442,-48.919025421,28.5054245,8.1504888535,9.6494636536,1.1966462135,5.2211933136,-2.2011635303,1.0162371397,5.6063284874,-1.0574913025,0.05578988418,0.995018363,1.9435886145,2.8444695473,3.816972971,-0.47671815753,2.4621548653,1.9124946594,-519.16619873,-7.3718808835e-14,-109.44219971,-23.724887848,-58.547603607,-38.917045593,-38.369506836,-30.789916992,-41.053035736,-31.435848236,-35.008598328,-34.797863007,-36.166706085,-31.583906174,-34.291664124,-23.466869354,-21.862785339,-30.766923904,-23.49596405,-23.965127945,-0.58419412374,-0.25091955066,0.074431836605,-0.31834223866,-0.16802562773,-0.34948331118,0.074785709381,-0.15406130254,-0.0056164073758,-0.049668811262,-0.22635106742,-0.00250987662,-0.11921671033,-0.091954752803,-0.11249340326,0.35456037521,0.11170323938,-0.020772133023,0.12434150279,0.1940587908,48.729820251,23.572526932,18.23781395,14.853796959,16.264389038,13.607117653,10.777767181,8.6773767471,13.188924789,8.8163013458,9.4660797119,8.3335399628,9.050863266,8.928853035,10.438961029,9.1019620895,7.8687949181,7.5366520882,7.649848938,7.1262135506,Instrumental
121474,0.5728327632,4.588092804,0.56073719263,-1.0458538532,-0.39395585656,-0.7534148097,0.20207861066,0.12597368658,0.080162040889,0.16886533797,-0.071767881513,-0.049326729029,0.25291821361,0.35758844018,-0.0079321041703,0.033059772104,-0.058058146387,2.2781908512,5.2562894821,2.2135248184,-15.787762642,250.6497345,72.452987671,62.757583618,52.771026611,49.879589081,33.901226044,45.204502106,39.294158936,38.78099823,27.878227234,28.91693306,28.201620102,31.773153305,28.265281677,35.357776642,33.25289917,46.70117569,51.224281311,45.945251465,-273.34490967,173.02656555,-27.180261612,8.8764467239,4.5176205635,3.9655895233,-2.5619921684,3.4163384438,-0.50253152847,-0.17585988343,-1.6406319141,-2.721902132,-2.7937138081,-3.8592267036,-0.38492882252,1.3674209118,1.9074302912,-1.1074283123,-0.13673873246,-0.7779955864,-273.57272339,175.63143921,-32.513385773,6.2955636978,3.9454698563,2.7919344902,-2.0954806805,2.0756621361,-0.68636465073,-0.17501074076,-1.1861978769,-1.9358958006,-1.8867206573,-3.1114206314,3.019806627e-14,1.4164313078,1.6209127903,-1.5251963139,-0.67395442724,-0.63569068909,-575.43109131,-6.3060667799e-14,-102.37880707,-42.083126068,-45.18429184,-41.474403381,-38.690330505,-30.940210342,-31.055845261,-32.137031555,-34.84141922,-40.226898193,-46.651878357,-37.921245575,-32.911899567,-29.016031265,-24.472114563,-27.563327789,-26.988588333,-30.218410492,-0.5069386363,-1.6604303122,0.7874519825,0.12526008487,0.07046033442,0.044899433851,0.026540461928,0.47599002719,0.22990640998,0.22408460081,-0.060848250985,-0.26423117518,-0.37732112408,-0.35767143965,-0.16433820128,-0.0097444746643,0.098668560386,0.77470546961,1.3007068634,0.39927178621,105.28390503,44.830345154,31.873435974,22.686676025,14.878743172,15.086671829,9.6976556778,11.663546562,9.4534235001,8.5741329193,8.4163637161,10.251239777,10.347733498,8.631685257,8.5633172989,7.934533596,7.8022351265,8.2373409271,8.0853948593,7.4096002579,Instrumental
121475,-1.1678698063,1.014337182,-1.3928962946,-0.58250617981,-0.23562295735,0.5114890337,0.7641941309,0.053745146841,0.024274293333,0.43088582158,0.29343789816,0.14499314129,-0.047244716436,0.24383690953,-0.18295454979,0.3461740911,0.14709416032,0.94789296389,1.8876516819,0.86005181074,-74.641365051,252.02902222,85.21749115,61.066394806,43.191497803,50.100353241,45.207324982,30.183177948,31.231637955,47.038890839,31.58158493,23.048727036,25.665840149,25.913484573,26.765844345,34.777973175,29.946538925,28.935071945,42.232990265,39.913452148,-285.80856323,188.91557312,7.4352822304,3.9523143768,3.7661933899,4.5649719238,0.63273584843,1.5794872046,1.452077508,-1.7006111145,-0.96733635664,-3.4354629517,-4.5982246399,-3.63210392,-0.47137519717,0.63810831308,0.17511002719,-2.3786699772,-1.6812362671,0.58294063807,-289.86676025,190.70298767,5.3125548363,3.0480382442,4.0468301773,4.9756450653,0.60977715254,1.3976979256,1.1125967503,-1.693320632,-1.0487689972,-3.058532238,-4.973845005,-4.0839033127,-0.63433122635,0.44646340609,-0.06197187677,-2.7371184826,-1.9345448017,0.29022663832,-545.30847168,-4.4408920985e-14,-94.653144836,-46.663391113,-56.849563599,-29.888267517,-31.210090637,-25.260606766,-26.365873337,-33.674877167,-23.6861763,-32.249473572,-31.913314819,-28.092813492,-27.011583328,-23.41485405,-26.929876328,-29.753770828,-26.658792496,-27.741998672,0.16780464351,-0.5342117548,0.027312478051,0.12439744174,0.015207489021,-0.15349343419,0.16683928668,0.11381292343,0.12840548158,0.14086690545,0.22524991632,-0.27905625105,0.13356037438,0.29172888398,0.088182590902,0.17777189612,0.2323924005,0.39973941445,0.44943898916,0.31361171603,83.188476562,24.088144302,43.55047226,15.890834808,12.559134483,8.844540596,8.8823652267,7.9723525047,8.2384767532,8.9248666763,7.0904679298,7.4648170471,7.5314927101,7.4657287598,7.9096803665,6.8453879356,7.5623760223,6.7572045326,7.3004302979,7.6098899841,Instrumental
121570,18.767187119,6.2432904243,0.58008629084,4.5262975693,0.071913853288,0.77355414629,-0.096300512552,0.13747358322,-0.20066399872,0.12406994402,-0.03527661413,-0.12250126898,0.01725457795,0.065748848021,0.11413308233,0.17185585201,0.12626226246,0.0023879681248,-0.070378229022,0.034341614693,15.014471054,215.21206665,5.0485339165,93.788635254,44.867149353,48.611339569,27.880298615,44.320556641,23.93538475,34.677612305,29.381738663,22.230127335,21.153858185,27.556142807,17.990262985,21.103723526,20.638813019,16.738634109,20.01247406,14.355895996,-84.768180847,149.77931213,-66.038650513,53.011192322,-5.7841973305,14.52774334,-4.8969969749,13.957735062,-3.3545386791,5.8352499008,2.28190732,-2.577299118,0.16423507035,4.0616397858,-2.8762226105,-0.28053849936,-1.2590982914,-9.232257843,0.097607970238,-3.2824671268,-75.384567261,151.16029358,-69.254508972,55.780513763,-6.1344299316,15.740868568,-4.9890804291,14.697163582,-2.6071808338,5.532661438,2.4821174145,-2.8673567772,0.45620834827,3.8530907631,-2.863019228,-0.34919300675,-1.2641416788,-9.3183937073,0.068988613784,-3.1971895695,-517.36322021,-1.1546319456e-14,-113.57878876,-29.098194122,-42.479141235,-31.104177475,-36.765731812,-22.718711853,-36.144939423,-26.678552628,-25.239377975,-24.155929565,-24.688497543,-18.643011093,-24.672344208,-23.655263901,-19.845590591,-31.58930397,-19.988218307,-23.593593597,-3.2362108231,-1.1953380108,0.73070883751,-1.6469355822,0.24761818349,-0.70261204243,0.13451962173,-0.37457594275,-0.2672008872,0.070549823344,-0.13760027289,0.18172888458,-0.24021831155,0.19957196712,-0.027202762663,0.081072501838,-0.011076492257,0.085654266179,-0.005027951207,-0.092777252197,56.185806274,22.848402023,18.911392212,15.808763504,12.687360764,11.273495674,8.6109542847,9.3337249756,8.6801328659,8.3129501343,7.6798005104,6.8270101547,6.5658965111,6.0440764427,5.5365157127,5.5545077324,5.0377907753,5.6817789078,5.1907167435,5.0272426605,Rock
121589,4.7275972366,4.1309819221,3.8592600822,0.8119636178,0.76571160555,0.97735524178,0.061054322869,0.3700042665,0.21334397793,0.24927666783,0.0077871643007,0.21612580121,0.21114484966,0.1423227936,0.030162597075,0.15376834571,0.058303683996,0.98703056574,1.8846658468,0.55381709337,38.861671448,231.10813904,101.84552765,108.20793152,89.331169128,66.104682922,43.616889954,41.299427032,40.077167511,35.96440506,31.856983185,35.799179077,31.736404419,25.837392807,30.61148262,22.737747192,21.970729828,37.84513092,50.23330307,30.557245255,-115.77449799,150.73616028,-29.992898941,47.203781128,-6.0451626778,19.181297302,-4.5826396942,5.9704217911,-4.165327549,4.1428427696,-0.63894414902,2.3078770638,0.73482352495,-0.23667754233,0.068751998246,-0.87505739927,-3.2268412113,-4.0272245407,0.022402517498,-4.6422381401,-94.807189941,152.7807312,-33.101047516,47.843559265,-9.01658535,20.22826004,-5.3990492821,6.2094817162,-4.5262475014,4.1704120636,-0.56701523066,2.1527078152,0.63676327467,-0.084858782589,0.21152420342,-0.90844476223,-3.1613030434,-4.1825652122,-0.11447902024,-4.6754221916,-489.52975464,-3.3750779949000003e-14,-91.726783752,-54.431655884,-57.520717621,-47.409526825,-49.12298584,-32.995094299,-37.211997986,-41.952896118,-39.359260559,-26.486839294,-28.492408752,-26.492170334,-25.802249908,-23.75626564,-29.162195206,-34.327964783,-29.291345596,-29.041965485,-1.9128347635,-1.1927963495,1.4844895601,-0.35357603431,0.74394196272,-0.53926688433,0.28950360417,-0.10805477202,0.29758867621,-0.15362839401,-0.058153953403,0.16819497943,0.12551014125,-0.13170558214,-0.046530794352,0.073453597724,-0.029656490311,0.33521720767,0.39912709594,0.10611446947,74.54473114,28.179382324,24.334327698,18.211767197,17.517225266,12.28292942,10.028718948,8.8247890472,8.7848911285,8.2608718872,8.0059366226,7.1936502457,6.3953924179,6.2432756424,6.7351207733,6.1055541039,6.0459089279,6.8776841164,6.4069547653,6.1335992813,Pop
